sample,genome,taxonomy,source
Ga0485174,Ga0485174__vRhyme_unbinned_1089,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pseudomonas phage vB_PaeM_PA5oct,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_365,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Puniceispirillum phage HMO-2011,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_299,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Enterococcus phage phiFL4A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_445,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pseudomonas phage vB_PaeM_PA5oct,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_583,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae;Prasinovirus;Yellowstone lake phycodnavirus 1,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_248,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_1014,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Kochitakasuvirus;Pseudomonas phage phiR18,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_251,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_363,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_226,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Microbacterium phage Pumpernickel,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_413,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Puniceispirillum phage HMO-2011,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_1085,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_122,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Rauchvirus;Bordetella phage BPP-1,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_1011,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_898,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Peduoviridae;Vimunumvirus;Klebsiella phage ST147-VIM1phi7.1,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_635,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_403,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_254,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_920,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_928,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_912,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Puniceispirillum phage HMO-2011,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_659,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Kyanoviridae;Salacisavirus;Prochlorococcus phage P-SSM2,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_368,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Zobellviridae;Veravirus;Lentibacter phage vB_LenP_ICBM2,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_891,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pelagibacter phage HTVC008M,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_809,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_483,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_902,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Alachuavirus;Xanthomonas phage Xp15,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_924,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Tigunavirus;Streptomyces phage TG1,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_31,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_114,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_1025,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_605,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pelagibacter phage HTVC008M,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_7,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Polybotosvirus;Agrobacterium phage Atu_ph07,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_1192,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Borockvirus;Streptomyces phage BRock,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_417,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Rhodoferax phage P26218,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_1139,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pseudomonas phage vB_PaeM_PA5oct,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_798,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pelagibacter phage HTVC010P,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_1160,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Cyanophage KBS-S-2A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_302,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Rhodoferax phage P26218,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_812,Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae;NA;Yellowstone Lake virophage 5,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_559,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Polybotosvirus;Agrobacterium phage Atu_ph07,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_182,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pseudomonas phage vB_PaeM_PA5oct,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_283,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Rhodoferax phage P26218,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_438,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Flowerpowervirus;Streptomyces phage FlowerPower,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_696,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pseudomonas phage vB_PaeM_PA5oct,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_263,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_574,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_490,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_249,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pseudomonas phage vB_PaeM_PA5oct,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_943,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Rauchvirus;Bordetella phage BPP-1,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_360,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Steigviridae;Akihdevirus;Cellulophaga phage phi14:2,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_622,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Zobellviridae;Icepovirus;Vibrio phage ICP2_2013_A_Haiti,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_411,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_371,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_1083,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pelagibacter phage HTVC008M,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_39,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_777,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pseudomonas phage vB_PaeM_PA5oct,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_502,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pelagibacter phage HTVC008M,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_269,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pseudomonas phage vB_PaeM_PA5oct,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_853,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Rauchvirus;Bordetella phage BPP-1,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_759,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pseudomonas phage vB_PaeM_PA5oct,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_938,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pseudomonas phage vB_PaeM_PA5oct,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_309,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_46,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Stenotrophomonas phage vB_SM_ytsc_ply2008005c,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_546,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Elemovirus;Flavobacterium phage vB_FspP_elemoE_6-9C,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_433,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Kyanoviridae;NA;Synechococcus phage S-SRM01,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_1088,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_176,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pseudomonas phage vB_PaeM_PA5oct,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_680,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Polybotosvirus;Agrobacterium phage Atu_ph07,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_701,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_978,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Salicola phage CGphi29,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_896,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Wilnyevirus;Streptomyces phage BillNye,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_48,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Rauchvirus;Bordetella phage BPP-1,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_918,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_779,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae;NA;Chrysochromulina ericina virus,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_208,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485174,Ga0485174__vRhyme_unbinned_769,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_796,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_939,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_936,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1106,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_165,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_810,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_349,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_375,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_168,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_207,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_352,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_299,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_716,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_56,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_13,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_878,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_835,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_45,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_986,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_518,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_394,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_692,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_913,Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_865,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_666,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_196,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_959,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_320,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_829,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_409,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_51,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1215,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_867,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1136,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_260,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_934,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_308,Varidnaviria;Bamfordvirae;Nucleocytoviricota;NA;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_253,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_491,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_272,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_59,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_252,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_151,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_209,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_325,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_667,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_741,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_21,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_29,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1026,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_755,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_521,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_422,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_74,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_42,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_12,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_396,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1117,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_bin_498,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_231,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_570,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_412,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_223,Duplodnaviria;Heunggongvirae;NA;NA;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_1213,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485174,Ga0485174__vRhyme_unbinned_378,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
